media_id,title,pdf_date,source_folder,ticker,direction,strength,reason,model
pdf_c4e6e66f56fa0b99703202f9120a53f4_4f63a906d8d609bfc73e2900f138dc2b7297249738490228,0820_美股盘后科技日报01.pdf,2026-08-20,美国科技日报(270),NVDA,0,0.2,仅作为光互连建设需求方背景提及，未给出明确多空判断,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_227f5204598219c66221b5fbc375ed227297249738490228,科技日报 0818美股收盘总结.pdf,2026-08-18,美国科技日报(270),META,-1,0.7,约3万亿美元表外AI承诺及青少年诉讼面临抛压,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_227f5204598219c66221b5fbc375ed227297249738490228,科技日报 0818美股收盘总结.pdf,2026-08-18,美国科技日报(270),INTC,1,0.6,期权流向显示看多集中,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_227f5204598219c66221b5fbc375ed227297249738490228,科技日报 0818美股收盘总结.pdf,2026-08-18,美国科技日报(270),NVDA,1,0.6,期权流向看多集中，财报为近期催化剂,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_227f5204598219c66221b5fbc375ed227297249738490228,科技日报 0818美股收盘总结.pdf,2026-08-18,美国科技日报(270),QQQ,0,0.2,仅微跌，板块分化下整体中性提及,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_227f5204598219c66221b5fbc375ed227297249738490228,科技日报 0818美股收盘总结.pdf,2026-08-18,美国科技日报(270),SPCX,0,0.2,禁售期价位信号，方向不明确,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_f5a831734c5583aa558122b1ea8ad6397297249738490228,0813_美股盘前_科技日报2.pdf,2026-08-14,美国科技日报(270),CSCO,1,0.4,第四财季营收、EPS及利润率超预期，2027财年指引远高于市场，hyperscaler AI营收预计75亿美元近翻倍，盘前因财报利好异动；但毛利率逐步走低、增长含定价贡献及周期性风险使多空观点并存，信号偏多但强度有限,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_5407acdbabac96009e5a86c2e6eb24287297249738490228,科技日报 0812美股盘前.pdf,2026-08-13,美国科技日报(270),CRWV,1,0.8,财报稳健并上调指引，Neoclouds盘前领涨,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_5407acdbabac96009e5a86c2e6eb24287297249738490228,科技日报 0812美股盘前.pdf,2026-08-13,美国科技日报(270),LITE,1,0.8,财报稳健并上调指引，光通信板块盘前领涨,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_5407acdbabac96009e5a86c2e6eb24287297249738490228,科技日报 0812美股盘前.pdf,2026-08-13,美国科技日报(270),MDB,1,0.6,奥本海默上调目标价,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_5407acdbabac96009e5a86c2e6eb24287297249738490228,科技日报 0812美股盘前.pdf,2026-08-13,美国科技日报(270),CRM,0,0.3,瑞银对CRM持中性观点,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_5407acdbabac96009e5a86c2e6eb24287297249738490228,科技日报 0812美股盘前.pdf,2026-08-13,美国科技日报(270),TSLA,0,0.2,特斯拉-SpaceX合并传闻仅引发关注，无明确多空倾向,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_86c77049dbd87e29a2a154bd605ed2117297249738490228,科技日报 0811晚 美股盘前.pdf,2026-08-11,美国科技日报(270),NVDA,1,0.8,5000亿美元AI融资结构获摩根士丹利与美银看好，融资模式降低循环风险,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_86c77049dbd87e29a2a154bd605ed2117297249738490228,科技日报 0811晚 美股盘前.pdf,2026-08-11,美国科技日报(270),SE,1,0.7,二季度财报强劲且上调Shopee指引,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_86c77049dbd87e29a2a154bd605ed2117297249738490228,科技日报 0811晚 美股盘前.pdf,2026-08-11,美国科技日报(270),CRWV,1,0.4,发行长债优化资产结构，被列为建议关注的正面结论,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_86c77049dbd87e29a2a154bd605ed2117297249738490228,科技日报 0811晚 美股盘前.pdf,2026-08-11,美国科技日报(270),MDB,0,0.2,多家机构调整评级，但摘要未明确多空方向,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_86c77049dbd87e29a2a154bd605ed2117297249738490228,科技日报 0811晚 美股盘前.pdf,2026-08-11,美国科技日报(270),APP,0,0.2,多家机构调整评级，但摘要未明确多空方向,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_3a26d0407d0858dbec43f5fc8a7a07337297249738490228,科技日报 0810美股盘前.pdf,2026-08-11,美国科技日报(270),AAPL,-1,0.6,因高端iPhone路线图压力遭机构下调评级,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_3a26d0407d0858dbec43f5fc8a7a07337297249738490228,科技日报 0810美股盘前.pdf,2026-08-11,美国科技日报(270),INTC,-1,0.5,拟150亿美元增发募股，存在股权摊薄压力,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_3a26d0407d0858dbec43f5fc8a7a07337297249738490228,科技日报 0810美股盘前.pdf,2026-08-11,美国科技日报(270),META,0,0.2,发布新边缘模型，属中性产品动态,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_3a26d0407d0858dbec43f5fc8a7a07337297249738490228,科技日报 0810美股盘前.pdf,2026-08-11,美国科技日报(270),MSFT,1,0.7,多家机构上调评级,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_3a26d0407d0858dbec43f5fc8a7a07337297249738490228,科技日报 0810美股盘前.pdf,2026-08-11,美国科技日报(270),HPE,1,0.7,多家机构上调评级,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_3a26d0407d0858dbec43f5fc8a7a07337297249738490228,科技日报 0810美股盘前.pdf,2026-08-11,美国科技日报(270),NTAP,1,0.7,多家机构上调评级,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_3a26d0407d0858dbec43f5fc8a7a07337297249738490228,科技日报 0810美股盘前.pdf,2026-08-11,美国科技日报(270),MNDY,-1,0.6,股价大跌10%，软件板块明显分化,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_ff372a7307f9f943a13589f7a86e3fc17297249738490228,科技日报 0807晚 美股盘前.pdf,2026-08-07,美国科技日报(270),TEAM,1,0.6,软件板块强劲财报，增长加速,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_ff372a7307f9f943a13589f7a86e3fc17297249738490228,科技日报 0807晚 美股盘前.pdf,2026-08-07,美国科技日报(270),TWLO,1,0.6,软件板块强劲财报，增长加速,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_ff372a7307f9f943a13589f7a86e3fc17297249738490228,科技日报 0807晚 美股盘前.pdf,2026-08-07,美国科技日报(270),NET,1,0.75,营收与RPO加速，代理式AI流量成为实质营收驱动,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_ff372a7307f9f943a13589f7a86e3fc17297249738490228,科技日报 0807晚 美股盘前.pdf,2026-08-07,美国科技日报(270),GOOGL,1,0.55,Google TPU驱动GCP增长,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_ff372a7307f9f943a13589f7a86e3fc17297249738490228,科技日报 0807晚 美股盘前.pdf,2026-08-07,美国科技日报(270),BABA,1,0.55,拟对开源模型大额用户收费，开源模式加速商业化变现,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_ff372a7307f9f943a13589f7a86e3fc17297249738490228,科技日报 0807晚 美股盘前.pdf,2026-08-07,美国科技日报(270),AMD,1,0.4,收购推理芯片初创公司，扩展AI推理布局,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_ff372a7307f9f943a13589f7a86e3fc17297249738490228,科技日报 0807晚 美股盘前.pdf,2026-08-07,美国科技日报(270),ABNB,1,0.7,干净利落超预期并上调指引，印证产品驱动型增长,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_ff372a7307f9f943a13589f7a86e3fc17297249738490228,科技日报 0807晚 美股盘前.pdf,2026-08-07,美国科技日报(270),ORCL,1,0.65,融资可控，重申买入,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),NET,1,0.7,营收超预期或云业务强劲，股价大涨13%-32%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),TEAM,1,0.7,营收超预期或云业务强劲，股价大涨13%-32%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),AKAM,1,0.7,营收超预期或云业务强劲，股价大涨13%-32%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),MCHP,1,0.7,营收超预期或云业务强劲，股价大涨13%-32%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),LYFT,1,0.7,营收超预期或云业务强劲，股价大涨13%-32%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),TWLO,1,0.7,营收超预期或云业务强劲，股价大涨13%-32%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),NBIS,-1,0.6,受社区抵制、竞争落后或客户集中风险拖累下跌,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),WDC,-1,0.6,受竞争落后或客户集中风险拖累下跌,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),DDOG,-1,0.6,受竞争落后或客户集中风险拖累下跌,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_8adca520dc7eefd6dae8e0399d149cf37297249738490228,科技日报 0807早 美股盘后.pdf,2026-08-07,美国科技日报(270),APP,-1,0.6,受社区抵制、竞争落后或客户集中风险拖累下跌,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_6d7bbd28ed73b5c08d8f443b71a431837297249738490228,科技日报 0806美股盘前.pdf,2026-08-07,美国科技日报(270),SNDK,-1,0.6,业绩未达预期或指引疲软导致大幅下跌，虽存在多空分歧但短期明确承压,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_6d7bbd28ed73b5c08d8f443b71a431837297249738490228,科技日报 0806美股盘前.pdf,2026-08-07,美国科技日报(270),WDC,-1,0.6,业绩未达预期或指引疲软导致大幅下跌,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_6d7bbd28ed73b5c08d8f443b71a431837297249738490228,科技日报 0806美股盘前.pdf,2026-08-07,美国科技日报(270),HUBS,-1,0.6,业绩未达预期或指引疲软导致大幅下跌，多空分歧明显但短期承压,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_6d7bbd28ed73b5c08d8f443b71a431837297249738490228,科技日报 0806美股盘前.pdf,2026-08-07,美国科技日报(270),DDOG,-1,0.6,业绩未达预期或指引疲软导致大幅下跌,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_6d7bbd28ed73b5c08d8f443b71a431837297249738490228,科技日报 0806美股盘前.pdf,2026-08-07,美国科技日报(270),DASH,1,0.6,凭借较好数据逆势上涨,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_6d7bbd28ed73b5c08d8f443b71a431837297249738490228,科技日报 0806美股盘前.pdf,2026-08-07,美国科技日报(270),EXPE,1,0.6,凭借较好数据逆势上涨,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_6d7bbd28ed73b5c08d8f443b71a431837297249738490228,科技日报 0806美股盘前.pdf,2026-08-07,美国科技日报(270),APP,0,0.3,多空分歧明显，看空者指利润率见顶或增长重置，看多者以估值低位及AI需求维持长期布局,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_4b3d2eb42e4894e5b9bc22c92dbb231d7297249738490228,科技日报 0805早 美股收盘（抱歉早上忘传了）.pdf,2026-08-05,美国科技日报(270),ANET,1,0.6,盘后财报营收超预期,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_4b3d2eb42e4894e5b9bc22c92dbb231d7297249738490228,科技日报 0805早 美股收盘（抱歉早上忘传了）.pdf,2026-08-05,美国科技日报(270),ALAB,1,0.6,盘后财报营收超预期,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_4b3d2eb42e4894e5b9bc22c92dbb231d7297249738490228,科技日报 0805早 美股收盘（抱歉早上忘传了）.pdf,2026-08-05,美国科技日报(270),BKNG,1,0.6,盘后财报营收超预期,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_4b3d2eb42e4894e5b9bc22c92dbb231d7297249738490228,科技日报 0805早 美股收盘（抱歉早上忘传了）.pdf,2026-08-05,美国科技日报(270),LSCC,1,0.6,盘后财报营收超预期,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_4b3d2eb42e4894e5b9bc22c92dbb231d7297249738490228,科技日报 0805早 美股收盘（抱歉早上忘传了）.pdf,2026-08-05,美国科技日报(270),AMD,-1,0.5,财报低于买方高预期,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_df300da90940bee300567bb09dd7ee5d7297249738490228,科技日报 0805晚 美股开盘.pdf,2026-08-05,美国科技日报(270),SPCX,0,0.4,营收与AI利润大幅超预期，但受资本支出与锁定期压力制约，市场质疑其AI基础设施短期合约质量与回收期真实性，多空分歧明显,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_df300da90940bee300567bb09dd7ee5d7297249738490228,科技日报 0805晚 美股开盘.pdf,2026-08-05,美国科技日报(270),AMD,0,0.4,短期指引偏弱但上调2027年数据中心前景，且代理式AI工作负载对CPU/GPU双引擎存在兑现风险，多空交织,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_df300da90940bee300567bb09dd7ee5d7297249738490228,科技日报 0805晚 美股开盘.pdf,2026-08-05,美国科技日报(270),SHOP,1,0.7,业绩及指引均显著优于市场预期,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_df300da90940bee300567bb09dd7ee5d7297249738490228,科技日报 0805晚 美股开盘.pdf,2026-08-05,美国科技日报(270),BKNG,0,0.4,业绩及指引显著优于市场预期，但市场分歧聚焦AI分发渠道对OTA的结构性威胁，多空并存,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_0478de8f1c5e92ed7d47e3f5e3416a217297249738490228,科技日报 0804美股盘前.pdf,2026-08-04,美国科技日报(270),PLTR,0,0.3,财报显示AI相关业务爆发，但存在客户集中争议，多空信号混合,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_0478de8f1c5e92ed7d47e3f5e3416a217297249738490228,科技日报 0804美股盘前.pdf,2026-08-04,美国科技日报(270),ON,0,0.3,AI相关业务爆发但核心业务疲软存在争议，信号混合,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_0478de8f1c5e92ed7d47e3f5e3416a217297249738490228,科技日报 0804美股盘前.pdf,2026-08-04,美国科技日报(270),LITE,1,0.6,瑞穗重申LITE跑赢大盘评级,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_0478de8f1c5e92ed7d47e3f5e3416a217297249738490228,科技日报 0804美股盘前.pdf,2026-08-04,美国科技日报(270),INTU,-1,0.5,Truist下调INTU评级,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_0478de8f1c5e92ed7d47e3f5e3416a217297249738490228,科技日报 0804美股盘前.pdf,2026-08-04,美国科技日报(270),EBAY,-1,0.5,Citizens下调EBAY评级,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_0478de8f1c5e92ed7d47e3f5e3416a217297249738490228,科技日报 0804美股盘前.pdf,2026-08-04,美国科技日报(270),DUOL,-1,0.5,美银下调DUOL评级,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_fb16ece01fc821fa9734eda67203dc7a7297249738490228,科技日报 0803美股盘前.pdf,2026-08-03,美国科技日报(270),NXPI,1,0.6,恩智浦与安霸整合被指具战略互补性，并购协同利好,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_fb16ece01fc821fa9734eda67203dc7a7297249738490228,科技日报 0803美股盘前.pdf,2026-08-03,美国科技日报(270),AMBA,1,0.6,与恩智浦整合被指具战略互补性，战略并购利好,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_fb16ece01fc821fa9734eda67203dc7a7297249738490228,科技日报 0803美股盘前.pdf,2026-08-03,美国科技日报(270),CRCL,0,0.2,机构调整评级并给出目标价与风险预警，但未明确多空方向,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_aeb359f6ce843e26083a459212280b917297249738490228,科技日报 0731 美股盘前.pdf,2026-07-31,美国科技日报(270),AMZN,1,0.8,财报超预期，AWS增长与利润率双双走高，缓解AI回报率担忧,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_aeb359f6ce843e26083a459212280b917297249738490228,科技日报 0731 美股盘前.pdf,2026-07-31,美国科技日报(270),AAPL,-1,0.7,服务放缓、内存成本压缩毛利、指引疲软导致下跌,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_aeb359f6ce843e26083a459212280b917297249738490228,科技日报 0731 美股盘前.pdf,2026-07-31,美国科技日报(270),NVDA,1,0.6,富国银行上调英伟达目标价,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_aeb359f6ce843e26083a459212280b917297249738490228,科技日报 0731 美股盘前.pdf,2026-07-31,美国科技日报(270),CRWV,-1,0.6,债务让步反映AI融资降温,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_aeb359f6ce843e26083a459212280b917297249738490228,科技日报 0731 美股盘前.pdf,2026-07-31,美国科技日报(270),TSLA,0,0.3,被传考虑剥离中国业务，仅为传闻且多空方向不明确,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_390165161921e254c96947bdf0dc99227297249738490228,科技日报 0730美股盘前.pdf,2026-07-31,美国科技日报(270),MSFT,1,0.6,摘要明确提到微软Azure表现强劲，是盘前QQQ与半导体板块上涨的驱动因素之一,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_390165161921e254c96947bdf0dc99227297249738490228,科技日报 0730美股盘前.pdf,2026-07-31,美国科技日报(270),META,1,0.3,季度营收未达买方预期且支出上调致股价跌9%，短期利空，但报告建议长期持有，多头视为AI回报确凿与估值底，整体偏温和看多,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_390165161921e254c96947bdf0dc99227297249738490228,科技日报 0730美股盘前.pdf,2026-07-31,美国科技日报(270),ARM,0,0.2,营收与指引小幅超预期、云AI版税倍增，但智能手机版税放缓、收入结构向许可倾斜引发质量争议，报告建议待后续财报确认，中性观望,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_390165161921e254c96947bdf0dc99227297249738490228,科技日报 0730美股盘前.pdf,2026-07-31,美国科技日报(270),QQQ,1,0.4,盘前因OpenAI年化收入超预期及Azure强劲而上涨,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_81182dba39c0ec79693c711e646c296e7297249738490228,科技日报 0730美股盘后.pdf,2026-07-30,美国科技日报(270),META,-1,0.8,财报指引失望，股价大跌9.5%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_81182dba39c0ec79693c711e646c296e7297249738490228,科技日报 0730美股盘后.pdf,2026-07-30,美国科技日报(270),MSFT,1,0.7,云业务业绩强劲，股价上涨3%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_81182dba39c0ec79693c711e646c296e7297249738490228,科技日报 0730美股盘后.pdf,2026-07-30,美国科技日报(270),FTNT,1,0.8,安防业务业绩强劲，股价大涨11%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_81182dba39c0ec79693c711e646c296e7297249738490228,科技日报 0730美股盘后.pdf,2026-07-30,美国科技日报(270),QCOM,-1,0.7,盈利指引疲软，股价下跌5%,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_81182dba39c0ec79693c711e646c296e7297249738490228,科技日报 0730美股盘后.pdf,2026-07-30,美国科技日报(270),ARM,0,0.3,业绩稳健但股价微跌，中性,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_81182dba39c0ec79693c711e646c296e7297249738490228,科技日报 0730美股盘后.pdf,2026-07-30,美国科技日报(270),CVNA,1,0.6,变现与利润超预期,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_81182dba39c0ec79693c711e646c296e7297249738490228,科技日报 0730美股盘后.pdf,2026-07-30,美国科技日报(270),LRCX,1,0.8,指引显著超预期，股价上涨6%，缓解设备股担忧,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_d7f2f661c7e919dcdffaae768e1de28b7297249738490228,科技日报 0729美股盘前.pdf,2026-07-29,美国科技日报(270),STX,1,0.8,财报大幅超预期并上调指引,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_d7f2f661c7e919dcdffaae768e1de28b7297249738490228,科技日报 0729美股盘前.pdf,2026-07-29,美国科技日报(270),VRT,-1,0.6,因营收问题承压,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_d7f2f661c7e919dcdffaae768e1de28b7297249738490228,科技日报 0729美股盘前.pdf,2026-07-29,美国科技日报(270),CTSH,-1,0.6,因订单问题承压,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_d7f2f661c7e919dcdffaae768e1de28b7297249738490228,科技日报 0729美股盘前.pdf,2026-07-29,美国科技日报(270),SNOW,1,0.7,富国银行等多家券商上调评级或目标价，AI需求驱动增长重加速,glm-5.3
pdf_c4e6e66f56fa0b99703202f9120a53f4_d7f2f661c7e919dcdffaae768e1de28b7297249738490228,科技日报 0729美股盘前.pdf,2026-07-29,美国科技日报(270),RDDT,1,0.7,券商上调评级或目标价,glm-5.3
